INDEX,BORO_NM,RPT_DT,CMPLNT_FR_TM,Latitude,Longitude
57962,MANHATTAN,11/15/2015,21,40.867233307,-73.920915513
58526,QUEENS,11/15/2015,4,40.709369048,-73.898681928
63059,BROOKLYN,11/11/2015,21,40.704489570999996,-73.964590908
64817,BROOKLYN,11/10/2015,12,40.644677234,-73.961689428
64955,BROOKLYN,11/10/2015,9,40.626487188,-73.960694776
66374,MANHATTAN,11/09/2015,6,40.752862899,-73.992981332
67653,BROOKLYN,11/08/2015,4,40.652362333,-73.927030122
73288,BROOKLYN,11/04/2015,1,40.700453401,-73.91482725899999
77225,BROOKLYN,11/01/2015,5,40.67844139,-73.949116423
78128,QUEENS,10/31/2015,20,40.661234891999996,-73.74138485600001
78129,QUEENS,10/31/2015,20,40.661234891999996,-73.74138485600001
80684,BRONX,10/29/2015,20,40.845984791,-73.907462791
82048,MANHATTAN,10/28/2015,20,40.80038483,-73.954701109
83151,BROOKLYN,10/27/2015,21,40.653214329,-73.920430403
84630,BROOKLYN,10/26/2015,18,40.676083154000004,-73.97165768100001
84885,BRONX,10/26/2015,12,40.823682942,-73.916891628
85127,BROOKLYN,10/26/2015,5,40.639565947,-74.017858834
86276,BRONX,10/25/2015,10,40.860124446,-73.902830201
89934,BRONX,10/22/2015,15,40.861222468,-73.860201788
92513,MANHATTAN,10/20/2015,20,40.796748942,-73.929194181
95637,BROOKLYN,10/18/2015,10,40.671411663,-73.88151172399999
96674,QUEENS,10/17/2015,12,40.698503885,-73.791585417
96857,BRONX,10/17/2015,4,40.827355465,-73.860189834
96879,QUEENS,10/17/2015,4,40.703074899,-73.807916367
99475,BRONX,10/15/2015,13,40.854535162,-73.898402966
101339,BROOKLYN,10/14/2015,1,40.64592603,-73.961443671
101942,QUEENS,10/11/2015,14,40.748207471,-73.82007151399999
104163,MANHATTAN,10/12/2015,4,40.739528656,-73.989673657
104785,BROOKLYN,10/11/2015,22,40.687878898,-73.978348633
108051,BRONX,10/09/2015,4,40.886783496999996,-73.82567107199999
108861,BROOKLYN,10/08/2015,18,40.644128794000004,-73.94305278600001
110074,BROOKLYN,10/08/2015,12,40.671411663,-73.88151172399999
112357,BROOKLYN,10/06/2015,7,40.70577536,-73.931007628
113885,BROOKLYN,10/05/2015,1,40.659156671,-73.916400977
114524,QUEENS,10/04/2015,20,40.679890124,-73.820017883
115018,BRONX,10/04/2015,7,40.863744063,-73.898887813
115184,STATEN ISLAND,10/04/2015,2,40.615423403,-74.08435035699999
115185,STATEN ISLAND,10/04/2015,2,40.615423403,-74.08435035699999
116071,BROOKLYN,10/03/2015,13,40.638674687,-73.988330877
119336,BRONX,09/30/2015,20,40.83707289,-73.850158943
122432,MANHATTAN,09/28/2015,15,40.86080918,-73.92691711
122492,BRONX,09/28/2015,14,40.860330983000004,-73.91046147899999
123750,MANHATTAN,09/27/2015,16,40.801755583,-73.934260057
125343,MANHATTAN,09/26/2015,5,40.70998449,-73.99644134399999
125491,BRONX,09/26/2015,2,40.828873725,-73.90680364800001
126370,BROOKLYN,09/25/2015,15,40.596579945,-73.90794166100001
132404,BRONX,09/21/2015,1,40.844139945,-73.90038861800001
133410,BRONX,09/20/2015,14,40.865028541,-73.892761364
133920,BROOKLYN,09/20/2015,1,40.694219964,-73.982118597
133921,BROOKLYN,09/20/2015,1,40.694219964,-73.982118597
133922,BROOKLYN,09/20/2015,1,40.694219964,-73.982118597
134449,MANHATTAN,09/19/2015,22,40.795814831,-73.937101065
134576,BRONX,09/19/2015,19,40.844910096,-73.89009752
134707,BROOKLYN,09/19/2015,17,40.649944446,-73.96159991399999
138323,BROOKLYN,09/17/2015,0,40.67135982,-73.881811023
139145,BRONX,09/16/2015,17,40.849426787,-73.911123163
140760,BRONX,09/15/2015,15,40.821799082,-73.919372536
141825,BRONX,09/14/2015,21,40.819435344,-73.911174055
141842,BROOKLYN,09/14/2015,21,40.641891984000004,-74.00649821399999
144966,BROOKLYN,09/12/2015,5,40.593024716,-73.97908871899999
146247,QUEENS,09/11/2015,12,40.598672939000004,-73.757903666
147104,QUEENS,09/10/2015,23,40.778722235,-73.812341547
148589,BROOKLYN,09/09/2015,19,40.674459245,-73.938909896
150218,MANHATTAN,09/08/2015,16,40.754119792,-73.990212802
150432,MANHATTAN,09/08/2015,12,40.760673895,-73.971567543
152043,BROOKLYN,09/07/2015,3,40.665022689000004,-73.957110763
152101,BROOKLYN,09/07/2015,2,40.67294517,-73.968926431
153925,BROOKLYN,09/05/2015,20,40.674293444,-73.961766148
154111,QUEENS,09/05/2015,16,40.750189436999996,-73.890084153
155045,BROOKLYN,09/05/2015,5,40.66416202,-73.94681682
156093,MANHATTAN,09/04/2015,1,40.798146087,-73.950357672
156166,BROOKLYN,09/04/2015,0,40.673341037,-73.932083027
160494,BRONX,09/01/2015,3,40.824747205,-73.898853125
161238,BROOKLYN,08/31/2015,21,40.632801597,-73.950127585
162647,QUEENS,08/30/2015,20,40.595113613,-73.759540532
162649,BRONX,08/30/2015,20,40.827888685,-73.87519150199999
164522,QUEENS,08/29/2015,5,40.772875746,-73.930024683
165230,MANHATTAN,08/28/2015,22,40.718564066,-73.98820145399999
166050,BROOKLYN,08/28/2015,1,40.659144599,-73.960542179
168117,BROOKLYN,08/26/2015,22,40.595492369,-73.93515808
168634,BRONX,08/26/2015,13,40.851316088000004,-73.902116523
170299,BRONX,08/25/2015,11,40.889320349,-73.90030283600001
171935,BROOKLYN,08/24/2015,4,40.699696503,-73.912051269
172046,BROOKLYN,08/24/2015,0,40.703858516,-73.94437590300001
172707,BROOKLYN,08/23/2015,21,40.634630918,-73.953199509
174597,BROOKLYN,08/22/2015,7,40.70122876,-73.92461076
174626,BRONX,08/22/2015,6,40.869173391,-73.890220123
174719,BROOKLYN,08/22/2015,4,40.671926733,-73.930833555
174893,BRONX,08/22/2015,1,40.83246995,-73.90424377
175721,MANHATTAN,08/21/2015,17,40.728250797,-74.005373732
176123,MANHATTAN,08/21/2015,8,40.804046007,-73.936620103
177309,BRONX,08/20/2015,16,40.875311451,-73.84754521100001
182131,BROOKLYN,08/17/2015,6,40.697378708,-73.917842458
182947,BROOKLYN,08/16/2015,22,40.648706769,-73.90513094100001
183561,QUEENS,08/16/2015,4,40.704517669,-73.771336588
183664,BROOKLYN,08/16/2015,3,40.694203859,-73.908077335
183686,MANHATTAN,08/16/2015,2,40.835504619,-73.93918845600001
184912,BROOKLYN,08/15/2015,7,40.690491795999996,-73.939533459
186477,BROOKLYN,08/14/2015,4,40.672132665999996,-73.907498517
187371,BROOKLYN,08/13/2015,20,40.660816444,-73.915281553
193521,BROOKLYN,08/08/2015,20,40.676089523,-73.906126672
196101,BROOKLYN,08/07/2015,18,40.636762182,-73.920576127
196654,QUEENS,08/07/2015,4,40.701171248,-73.835266514
199996,QUEENS,08/05/2015,1,40.715543594,-73.747764689
200983,BRONX,08/04/2015,13,40.829659361,-73.904244201
204399,BROOKLYN,08/02/2015,2,40.693801303,-73.974405224
204464,BRONX,08/02/2015,1,40.821889599,-73.859261922
205796,BROOKLYN,08/01/2015,1,40.634383905,-73.922711878
214345,BRONX,07/26/2015,5,40.871248594,-73.836989315
215674,BROOKLYN,07/25/2015,8,40.659416981,-73.90860103
215752,BROOKLYN,07/25/2015,5,40.667576169,-73.90729576300001
217126,MANHATTAN,07/24/2015,9,40.815669885,-73.936569294
218257,BROOKLYN,07/23/2015,16,40.709469433,-73.940136643
218289,BRONX,07/23/2015,16,40.842445074000004,-73.912198673
218290,BRONX,07/23/2015,16,40.842445074000004,-73.912198673
218672,BRONX,07/23/2015,8,40.816068266,-73.908552085
220447,BROOKLYN,07/22/2015,3,40.683798638,-73.96189050000001
224157,QUEENS,07/19/2015,23,40.722653586,-73.840433734
224700,STATEN ISLAND,07/19/2015,7,40.615326201,-74.099496139
224963,BRONX,07/19/2015,0,40.844258872,-73.88106290399999
225421,BROOKLYN,07/18/2015,21,40.636982025,-73.976192508
226161,BROOKLYN,07/18/2015,2,40.665043245,-73.89213487800001
226754,BROOKLYN,07/17/2015,21,40.666090679,-73.87736504600001
226772,BRONX,07/17/2015,20,40.900260645,-73.845451432
228509,BRONX,07/16/2015,15,40.825258991999995,-73.92579269
230609,BROOKLYN,07/15/2015,0,40.636376964,-73.96158249999999
231302,BRONX,07/14/2015,20,40.853598367,-73.900576881
232613,MANHATTAN,07/13/2015,23,40.789295058,-73.94031405
232839,BROOKLYN,07/13/2015,17,40.663056548,-73.92364104800001
233368,BROOKLYN,07/13/2015,2,40.639005167,-73.957858926
238092,BRONX,07/09/2015,20,40.808374236,-73.926996358
240117,BRONX,07/08/2015,9,40.875121011,-73.908995183
241488,BRONX,07/07/2015,13,40.838424184000004,-73.866530759
241809,BROOKLYN,07/07/2015,3,40.679163198000005,-73.890093056
243468,BRONX,07/05/2015,5,40.887313634,-73.847271758
245850,BROOKLYN,07/04/2015,3,40.675727746,-73.921495901
246404,BROOKLYN,07/03/2015,23,40.690330591999995,-73.94095434100001
247176,BRONX,07/03/2015,5,40.826828682,-73.9253465
249221,BROOKLYN,07/01/2015,22,40.652697872,-73.962841673
252085,MANHATTAN,06/29/2015,22,40.829884885,-73.936761711
252874,BROOKLYN,06/29/2015,0,40.682148913,-73.927408555
254203,QUEENS,06/28/2015,0,40.672789843000004,-73.773651622
255456,MANHATTAN,06/27/2015,0,40.796790443,-73.93940440600001
255859,BRONX,06/26/2015,21,40.862365980999996,-73.89254512699999
257270,BROOKLYN,06/26/2015,12,40.648060922,-73.946371991
257436,BRONX,06/25/2015,19,40.822758665,-73.910483129
258181,BRONX,06/25/2015,2,40.840541615999996,-73.862923277
262682,BROOKLYN,06/22/2015,0,40.579780195,-73.998424655
263211,BROOKLYN,06/22/2015,21,40.719840334000004,-73.962400198
265084,QUEENS,06/20/2015,6,40.769265486,-73.933086319
267708,MANHATTAN,06/18/2015,12,40.799455636,-73.966436613
271705,BRONX,06/16/2015,15,40.834825825,-73.91597788199999
274003,BROOKLYN,06/14/2015,1,40.718120384,-73.957430126
275108,BROOKLYN,06/13/2015,4,40.655244,-73.959780431
276603,BROOKLYN,06/12/2015,1,40.671337101,-73.93645060600001
278640,BROOKLYN,06/10/2015,23,40.668883767,-73.93250571899999
278846,BROOKLYN,06/10/2015,18,40.670167426999996,-73.930993992
279044,QUEENS,06/10/2015,15,40.700601637,-73.85456625399999
280146,BRONX,06/09/2015,22,40.856032809,-73.888448814
281606,BROOKLYN,06/08/2015,21,40.647330127,-73.896999556
283330,BRONX,06/07/2015,15,40.887042545999996,-73.854129463
284841,MANHATTAN,06/06/2015,4,40.788721243000005,-73.939996774
288363,BROOKLYN,06/03/2015,21,40.672296411,-73.929405609
290081,BROOKLYN,06/02/2015,15,40.683466804,-73.948514066
290425,QUEENS,06/02/2015,6,40.69528791,-73.814570615
293701,BROOKLYN,05/30/2015,19,40.660118772,-73.914608435
293751,QUEENS,05/30/2015,18,40.60324305,-73.760526804
294350,BROOKLYN,05/30/2015,3,40.669838100999996,-73.914693322
294360,BRONX,05/30/2015,3,40.842979335,-73.914579729
294407,QUEENS,05/30/2015,2,40.755443005,-73.94342324600001
294483,BRONX,05/30/2015,1,40.812699136999996,-73.92161973600001
294937,BRONX,05/29/2015,23,40.850367293000005,-73.917255894
295140,BRONX,05/29/2015,18,40.854068298,-73.915049873
296379,STATEN ISLAND,05/28/2015,21,40.638277736999996,-74.07879081
298139,BROOKLYN,05/27/2015,15,40.679670066,-73.936136211
299270,BROOKLYN,05/26/2015,23,40.597318554,-73.98537455600001
299319,BROOKLYN,05/26/2015,21,40.636593651999995,-73.961131996
300085,QUEENS,05/26/2015,2,40.677605279,-73.82821878
300864,BROOKLYN,05/25/2015,20,40.67135982,-73.881811023
301661,BROOKLYN,05/22/2015,3,40.689453173000004,-73.955122632
302399,BROOKLYN,05/24/2015,13,40.685784842,-73.867795388
303330,BRONX,05/23/2015,19,40.836266064,-73.911328663
305128,BRONX,05/22/2015,8,40.833336302,-73.917161436
307936,BRONX,05/20/2015,9,40.865841192,-73.89599949699999
309310,BROOKLYN,05/19/2015,12,40.708869585,-73.942600717
310372,BROOKLYN,05/18/2015,18,40.699650446,-73.938316997
310958,MANHATTAN,05/18/2015,3,40.749755160999996,-73.985615392
312377,QUEENS,05/17/2015,4,40.709186497,-73.81915607100001
317849,BROOKLYN,05/13/2015,9,40.675146162,-73.918003234
318732,MANHATTAN,05/12/2015,23,40.786500726999996,-73.945466039
320203,STATEN ISLAND,05/11/2015,22,40.639441225,-74.11769574
320261,BROOKLYN,05/11/2015,21,40.649272421,-73.928165066
320683,BRONX,05/11/2015,12,40.866012164000004,-73.867339484
322238,BROOKLYN,05/10/2015,5,40.6449136,-73.937383848
322284,MANHATTAN,05/10/2015,4,40.865359586,-73.918278482
322349,STATEN ISLAND,05/10/2015,2,40.63231069,-74.111763767
323273,QUEENS,05/09/2015,12,40.689572726,-73.796376725
324834,MANHATTAN,05/08/2015,2,40.799008797,-73.952408541
326125,BROOKLYN,05/07/2015,6,40.673446426999995,-73.902968791
328712,QUEENS,05/05/2015,14,40.748794048,-73.873040688
332252,QUEENS,05/02/2015,18,40.711037871,-73.745812281
336619,QUEENS,04/29/2015,12,40.689529839,-73.781956874
338519,QUEENS,04/19/2015,4,40.709296246,-73.775482638
338977,BROOKLYN,04/15/2015,10,40.656167168,-73.927926981
339004,BROOKLYN,04/27/2015,20,40.637284793,-73.952383355
339005,BROOKLYN,04/27/2015,20,40.637284793,-73.952383355
339126,BRONX,04/27/2015,17,40.899517777,-73.859054145
339709,BROOKLYN,04/27/2015,1,40.708727362,-73.964184681
347495,BROOKLYN,04/21/2015,13,40.680377853,-73.867986378
349791,BROOKLYN,04/19/2015,19,40.680373415,-73.892759054
349999,QUEENS,04/19/2015,14,40.698439694,-73.831129539
352394,BROOKLYN,04/17/2015,19,40.697400473,-73.951301805
352922,BROOKLYN,04/17/2015,8,40.66494692,-73.87813131600001
353790,BROOKLYN,04/16/2015,20,40.62619183,-73.994147437
353791,BROOKLYN,04/16/2015,20,40.62619183,-73.994147437
353978,QUEENS,04/16/2015,16,40.726290343,-73.73476086
355142,BRONX,04/15/2015,22,40.854753119,-73.89356235300001
355369,BRONX,04/15/2015,17,40.822912308,-73.870041304
358565,BRONX,04/13/2015,11,40.85742325,-73.90234612399999
360110,BROOKLYN,04/12/2015,3,40.691718999,-73.92594131
364263,BROOKLYN,04/09/2015,23,40.68923705,-73.956994225
364329,BRONX,04/08/2015,21,40.856263242,-73.906877332
368395,QUEENS,04/05/2015,17,40.773793373000004,-73.936280628
368720,BRONX,04/05/2015,3,40.853320229,-73.906024752
369824,STATEN ISLAND,04/04/2015,3,40.597158964,-74.085105077
372242,BROOKLYN,04/02/2015,12,40.671110834000004,-73.91356336300001
375259,QUEENS,03/31/2015,1,40.679646509,-73.789665005
376114,MANHATTAN,03/30/2015,14,40.750773635,-73.987073289
376262,QUEENS,03/30/2015,10,40.609645819,-73.757496513
380821,BRONX,03/26/2015,17,40.830641293,-73.87487557600001
380971,QUEENS,03/26/2015,14,40.701000588,-73.77082210100001
381024,BROOKLYN,03/26/2015,13,40.675399421,-73.881118891
382618,BRONX,03/25/2015,3,40.829987943,-73.900084589
383850,BROOKLYN,03/24/2015,6,40.608346224,-73.967479881
386310,QUEENS,03/22/2015,2,40.70649232,-73.87859999300001
387081,BROOKLYN,03/21/2015,15,40.63068216,-73.97355757300001
388331,MANHATTAN,03/20/2015,11,40.805364044,-73.937662763
389737,BRONX,03/19/2015,7,40.830798914,-73.82694879600001
391235,MANHATTAN,03/18/2015,1,40.800360728,-73.943616233
391962,BRONX,03/17/2015,20,40.842270296,-73.925130393
396017,BROOKLYN,03/14/2015,15,40.68354911,-73.988492488
396443,QUEENS,03/14/2015,1,40.704519831,-73.893470403
396967,BRONX,03/13/2015,20,40.865383015999996,-73.893201875
397623,BRONX,03/13/2015,1,40.905239663,-73.845573705
398124,BRONX,03/13/2015,23,40.816087661,-73.895824354
401312,BROOKLYN,03/10/2015,14,40.662613939,-73.946763988
402268,MANHATTAN,03/10/2015,22,40.820663494,-73.956385411
402621,BRONX,03/09/2015,15,40.831240768,-73.91917319
406171,QUEENS,03/06/2015,14,40.758451779,-73.81543074
406273,QUEENS,03/06/2015,12,40.592478755,-73.79969734699999
408051,BRONX,03/04/2015,22,40.850289992,-73.899417923
408783,BRONX,03/04/2015,0,40.861894559,-73.85766248
409497,BRONX,03/03/2015,16,40.838778865,-73.86470137399999
413880,BROOKLYN,02/27/2015,17,40.67135982,-73.881811023
414864,BROOKLYN,02/27/2015,5,40.67551445,-73.901159612
416523,BROOKLYN,02/25/2015,13,40.660083495,-73.91896247
418691,MANHATTAN,02/23/2015,16,40.720813298,-73.97813591100001
419654,BROOKLYN,02/22/2015,22,40.658424134,-73.92914276399999
419809,BROOKLYN,02/22/2015,18,40.64312628,-73.908093647
422293,QUEENS,02/20/2015,2,40.74239378,-73.954231702
423082,BRONX,02/19/2015,15,40.863992687,-73.900731263
423087,BRONX,02/19/2015,15,40.879168035999996,-73.854139507
423152,BROOKLYN,02/19/2015,13,40.69522897,-73.97621137899999
423307,BROOKLYN,02/19/2015,9,40.669165105,-73.89128469100001
426858,STATEN ISLAND,02/16/2015,1,40.636818966999996,-74.118653127
426911,MANHATTAN,02/16/2015,0,40.796341237,-73.94119981600001
428755,QUEENS,02/14/2015,8,40.72906475,-73.811020132
429360,QUEENS,02/13/2015,23,40.687875653,-73.85360602
433012,BROOKLYN,02/11/2015,23,40.669404648000004,-73.863639075
441015,MANHATTAN,02/01/2015,23,40.820396616,-73.954723617
443593,BRONX,02/01/2015,4,40.862687275999996,-73.866424221
444392,QUEENS,01/31/2015,14,40.778463961,-73.92139645
447882,BRONX,01/28/2015,12,40.821664228,-73.918856034
448564,STATEN ISLAND,01/28/2015,21,40.636560937,-74.08815304699999
448902,BROOKLYN,01/27/2015,14,40.635141911999995,-73.947895611
450187,BROOKLYN,01/25/2015,23,40.687024772,-73.920815537
450190,QUEENS,01/25/2015,23,40.679125323,-73.773914941
450191,QUEENS,01/25/2015,23,40.679125323,-73.773914941
450516,MANHATTAN,01/25/2015,14,40.742237851999995,-73.991192516
450818,QUEENS,01/25/2015,3,40.668719174,-73.768063618
451300,BROOKLYN,01/24/2015,21,40.575871566,-74.003032428
451797,QUEENS,01/24/2015,5,40.655610001,-73.750968253
451798,QUEENS,01/24/2015,5,40.655610001,-73.750968253
451799,QUEENS,01/24/2015,5,40.655610001,-73.750968253
454016,BRONX,01/22/2015,5,40.811052926,-73.880721259
455059,MANHATTAN,01/21/2015,22,40.757317199,-73.98788056
456391,QUEENS,01/20/2015,8,40.588009461999995,-73.807286023
456405,STATEN ISLAND,01/20/2015,22,40.594032466,-74.06898422100001
456425,MANHATTAN,01/20/2015,21,40.754448963,-73.988115693
456769,QUEENS,01/20/2015,15,40.69701447,-73.814630726
459205,QUEENS,01/18/2015,11,40.591381869,-73.81000554100001
460071,MANHATTAN,01/17/2015,17,40.766905006,-73.963731019
461154,BRONX,01/16/2015,18,40.855589815,-73.902377735
465397,MANHATTAN,01/13/2015,13,40.757702098,-74.000586201
466272,BRONX,01/12/2015,22,40.815180724,-73.903950729
466515,QUEENS,01/12/2015,15,40.772776849,-73.925508182
466704,BROOKLYN,01/12/2015,10,40.639483032,-73.94544926399999
467729,BROOKLYN,01/11/2015,13,40.633217286,-73.92258713
468409,STATEN ISLAND,01/10/2015,23,40.635529133,-74.09136553399999
468978,QUEENS,01/10/2015,2,40.609776567,-73.75061339300001
470638,BROOKLYN,01/08/2015,17,40.674986972,-73.945849231
471379,QUEENS,01/08/2015,16,40.670380374000004,-73.79902000199999
472536,QUEENS,01/06/2015,22,40.664505096999996,-73.811130945
472609,BROOKLYN,01/06/2015,19,40.627427439,-73.92099432
474936,BROOKLYN,01/04/2015,16,40.588491921,-73.99186806600001
474967,MANHATTAN,01/04/2015,15,40.753631686,-73.964579225
475709,BROOKLYN,01/03/2015,19,40.677010916,-73.898651772
476657,MANHATTAN,01/02/2015,19,40.78556509,-73.946142079
477063,QUEENS,01/02/2015,2,40.730261069,-73.81414856800001
477913,BRONX,01/01/2015,7,40.826517752,-73.818414435
478159,BRONX,01/01/2015,2,40.816465656999995,-73.907807308
479463,MANHATTAN,12/31/2014,12,40.815913077,-73.945149307
479474,BROOKLYN,12/29/2014,17,40.664391031,-73.88472141300001
479659,BRONX,12/30/2014,17,40.84776253,-73.91346394600001
479795,BRONX,12/30/2014,13,40.821171696,-73.921042512
479988,BROOKLYN,12/30/2014,4,40.684830325,-73.907906368
480605,BROOKLYN,12/29/2014,20,40.735981979,-73.954084552
481814,MANHATTAN,12/28/2014,19,40.710783221999996,-73.996632474
483658,BRONX,12/26/2014,19,40.846064155,-73.841630447
484728,QUEENS,12/25/2014,14,40.700109137,-73.824211715
485435,MANHATTAN,12/24/2014,16,40.814729211999996,-73.949200086
488768,STATEN ISLAND,12/21/2014,5,40.636791411,-74.13609539699999
489480,BROOKLYN,12/20/2014,14,40.695712991,-73.94636611899999
489481,BROOKLYN,12/20/2014,14,40.695712991,-73.94636611899999
489571,BROOKLYN,12/20/2014,12,40.698330894,-73.917495073
489704,QUEENS,12/20/2014,7,40.762043893000005,-73.827329581
490423,QUEENS,12/19/2014,21,40.750538385,-73.876877544
492941,MANHATTAN,12/18/2014,23,40.730600184000004,-73.992409987
493780,BROOKLYN,12/17/2014,1,40.644225174,-73.882086103
493781,BROOKLYN,12/17/2014,1,40.644225174,-73.882086103
494304,QUEENS,12/17/2014,6,40.683990932,-73.798553521
495856,BROOKLYN,12/15/2014,16,40.654621066,-73.952893562
496340,BROOKLYN,12/15/2014,0,40.636029316,-73.933547787
497407,BRONX,12/14/2014,4,40.851316088000004,-73.902116523
504361,BRONX,12/08/2014,16,40.844573403000005,-73.917516102
504364,BRONX,12/08/2014,16,40.827380775,-73.910491364
504542,STATEN ISLAND,12/08/2014,11,40.599581441,-74.082965552
506411,BROOKLYN,12/06/2014,22,40.69672775,-73.92959251100001
506582,BRONX,12/06/2014,17,40.829155253,-73.915988655
507649,QUEENS,12/05/2014,17,40.680048726,-73.775909194
508835,QUEENS,12/04/2014,18,40.741468734,-73.868532944
510041,BRONX,12/03/2014,17,40.830641293,-73.87487557600001
511107,BRONX,12/02/2014,22,40.837392476,-73.916451675
511826,BROOKLYN,12/02/2014,2,40.579706005,-73.956258358
511858,BRONX,12/02/2014,0,40.887313634,-73.847271758
511991,QUEENS,12/01/2014,14,40.701590715,-73.780683987
512724,BROOKLYN,11/11/2014,21,40.672522334,-73.891672161
516585,BROOKLYN,11/28/2014,8,40.662767503000005,-73.907529526
517295,BRONX,11/27/2014,18,40.817473083,-73.898156068
518364,QUEENS,11/26/2014,8,40.735043882,-73.862025325
518365,QUEENS,11/26/2014,8,40.735043882,-73.862025325
520695,QUEENS,11/24/2014,14,40.757664831,-73.875326691
524314,MANHATTAN,11/21/2014,19,40.843272295,-73.934443112
524598,BROOKLYN,11/21/2014,14,40.656027308,-73.887114557
527518,BROOKLYN,11/19/2014,2,40.676980833,-73.93731047899999
529898,MANHATTAN,11/17/2014,5,40.84554944,-73.932771042
530963,BRONX,11/16/2014,8,40.834522408000005,-73.917705635
532391,BRONX,11/15/2014,1,40.826701321,-73.915774955
534322,BRONX,11/13/2014,18,40.854952366999996,-73.901579787
534832,BROOKLYN,11/13/2014,6,40.671110834000004,-73.91356336300001
535699,BRONX,11/12/2014,16,40.853587401,-73.900591356
538821,BRONX,11/10/2014,10,40.824144257,-73.91717287899999
538822,BRONX,11/10/2014,10,40.824144257,-73.91717287899999
540252,BRONX,11/09/2014,6,40.856765560999996,-73.900351634
540461,QUEENS,11/09/2014,1,40.60519437,-73.757793586
540872,QUEENS,11/08/2014,23,40.765303061,-73.815671674
541032,QUEENS,11/08/2014,20,40.677598677,-73.744782445
542751,BRONX,11/07/2014,12,40.842491976999995,-73.881741914
549404,BRONX,11/02/2014,17,40.858373133,-73.899402084
550009,BRONX,11/02/2014,0,40.861575533,-73.90849312600001
552358,QUEENS,10/31/2014,4,40.743481264,-73.874003537
559637,BRONX,10/26/2014,0,40.844139945,-73.90038861800001
561608,BROOKLYN,10/24/2014,22,40.676738766,-73.895122697
561609,BROOKLYN,10/24/2014,22,40.676738766,-73.895122697
561630,BROOKLYN,10/24/2014,21,40.638766013,-73.896580397
562448,QUEENS,10/24/2014,3,40.726290343,-73.73476086
563461,BROOKLYN,10/23/2014,14,40.697060086,-73.934615728
563541,QUEENS,10/23/2014,12,40.714903287,-73.824107767
563698,BROOKLYN,10/23/2014,9,40.65713067,-73.919762571
564364,BRONX,10/22/2014,23,40.873078331,-73.844230985
566593,BROOKLYN,10/21/2014,1,40.65690638,-73.885091156
568864,BROOKLYN,10/19/2014,17,40.626829336,-73.934515211
569929,BRONX,10/18/2014,23,40.845880666,-73.886177945
570343,BROOKLYN,10/18/2014,15,40.684231517,-73.910824127
570919,BRONX,10/18/2014,1,40.816122326999995,-73.89775711899999
